title,url,price_raw_orig,price_million_final,price_billion,price_vnd_original,location,district,area_m2,snippet
Bán Penthouse 355m2  Mulberry Lane - Hà Đông (Full nội thất cao cấp) Ngày 22/8/2025 Lh 0987106521,https://homedy.com/ban-can-ho-mulberry-lane/penthouse-355m2-ha-dong-full-noi-that-cao-cap-ngay-22-8-2025-lh-0987106521-es2761636,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,355.0,
Tìm Chủ Nhân căn Penthouse Dreamland Bonanza Phố Duy Tân. - Cầu Giấy  - view hồ skylake,https://homedy.com/ban-can-ho-dreamland-bonanza/tim-chu-nhan-penthouse-pho-duy-tan-cau-giay-view-skylake-es2919122,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,64.0,
Chủ nhà cần bán gấp lô LK 123m2 Khu D geleximco Dương Nội (Sẵn HD thuê dòng tiền ổn) Lh 0987106521,https://homedy.com/ban-nha-biet-thu-lien-ke-khu-do-thi-geleximco/chu-can-gap-lo-lk-123m2-d-duong-noi-san-hd-thue-dong-tien-on-lh-0987106521-es3127787,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,123.0,
Penthouse  270m2 Khai sơn city -  phiên bản giới hạn không gian sáng tạo ( nhận bàn giao thô),https://homedy.com/ban-can-ho-khai-son-city/penthouse-270m2-phien-gioi-han-khong-gian-sang-tao-nhan-giao-tho-es3153588,Thỏa thuận,,,,"quận Long Biên, TP Hà Nội",quận Long Biên,270.0,
Siêu VIP Cặp Penthouse 300m2 trên Phố Duy Tân - Cầu  Giấy - Full nội thất cao cấp Lh 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/sieu-vip-cap-penthouse-300m2-tren-pho-duy-tan-cau-giay-full-noi-that-cao-lh-0987106521-es3165918,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Bán cặp 2 căn penthouse 300m2 Bề thế nhất tại Cầu Giấy tòa nhà Dreamland bonanza Lh 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/cap-2-penthouse-300m2-be-the-nhat-tai-cau-giay-toa-nha-lh-0987106521-es3165916,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Bán Nhà Mặt Đường Giáp Bát. Giá 210tr/1m2. Dt. 87m2. 1% cho bạn môi giới.,https://homedy.com/ban-nha-mat-pho-quan-hoang-mai-ha-noi/duong-giap-bat-gia-210tr-1m2-dt-87m2-1-cho-moi-gioi-es3163995,"18,3 Tỷ",18300.0,18.3,183.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,1.0,
"Chính chủ bán nhà ngõ 16 Hoàng Cầu, Đống Đa 48m 5 tầng gara ô tô giá 16.9 tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/chinh-chu-ngo-16-hoang-cau-48m-5-tang-gara-o-to-gia-9-ty-es3165850,"16,9 Tỷ",16900.0,16.9,169.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,48.0,
Lê Quang Đạo - VỈA hè - Nhà 2 thoáng - Thang máy 72m2 x 6 tầng giá 26 tỷ 900tr,https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/le-quang-dao-via-he-2-thoang-thang-may-72m2-x-6-tang-gia-26-ty-900tr-es3165795,Thỏa thuận,,,,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,72.0,
"siêu hiếmliền kề thọ tháp, cầu giấy 103m 5t, mt 6m, ô tô tránh, 46.8 tỷ",https://homedy.com/ban-nha-biet-thu-lien-ke-quan-cau-giay-ha-noi/sieu-hiemlien-tho-thap-103m-5t-mt-6m-o-to-tranh-46-8-ty-es3165821,"46,8 Tỷ",46800.0,46.8,468.0,"Đường Thọ Tháp, Dịch Vọng",Đường Thọ Tháp,103.0,
"Chính chủ bán nhà ngõ 165 Dương Quảng Hàm, Quan Hoa, Cầu Giấy 78m giá 22 tỷ",https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/chinh-chu-ngo-165-duong-quang-ham-hoa-78m-gia-22-ty-es3165820,22 Tỷ,22000.0,22.0,22.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,78.0,
"Cần bán 50m2 đất cửu việt 2 thị trấn Trâu Quỳ, giá 155tr/m2.",https://homedy.com/ban-nha-rieng-huyen-gia-lam-ha-noi/can-50m2-dat-cuu-viet-2-thi-tran-trau-quy-155tr-m2-es3165800,"7,75 Tỷ",7750.0,7.75,775.0,"Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,50.0,
Nhà mới xây 6 tầng - Thang máy - Doanh thu 60tr/ tháng - MỸ Đình  cần bán,https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/moi-xay-6-tang-thang-may-doanh-thu-60tr-my-dinh-can-es3163840,Thỏa thuận,,,,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,64.0,
Căn hộ 3PN Legacy Hinoiri – Không gian sống đẳng cấp cho gia đình đa thế hệ,https://homedy.com/ban-can-ho-huyen-thach-that-ha-noi/3pn-legacy-hinoiri-khong-gian-song-dang-cap-cho-gia-dinh-da-the-he-es3165738,"5,5 Tỷ",5500.0,5.5,55.0,"Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,64.0,
Căn hộ  2PN Legacy Hinoiri – Lựa chọn hoàn hảo cho gia đình trẻ,https://homedy.com/ban-can-ho-huyen-thach-that-ha-noi/2pn-legacy-hinoiri-lua-chon-hoan-hao-cho-gia-dinh-tre-es3165732,4 Tỷ,4000.0,4.0,4.0,"Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,64.0,
"Bán căn hộ Góc tòa nhà L3 Ciputra, Bắc Từ Liêm, Hà Nội.",https://homedy.com/ban-can-ho-khu-do-thi-nam-thang-long-ciputra/goc-toa-nha-l3-bac-tu-liem-ha-noi-es3165772,"16,5 Tỷ",16500.0,16.5,165.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
Legacy Hinoiri – Biểu tượng sống mới tại trung tâm CNC Hoà Lạc,https://homedy.com/ban-can-ho-huyen-thach-that-ha-noi/legacy-hinoiri-bieu-tuong-song-moi-tai-trung-tam-cnc-hoa-lac-es3165724,4 Tỷ,4000.0,4.0,4.0,"Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,64.0,
"Bán căn hộ tòa nhà L4 Ciputra, Bắc Từ LIêm, Hà Nội",https://homedy.com/ban-can-ho-khu-do-thi-nam-thang-long-ciputra/toa-nha-l4-bac-tu-liem-ha-noi-es3165686,12 Tỷ,12000.0,12.0,12.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
Chính chủ bán nhà ngõ 204 Trần Duy Hưng lô góc siêu hiếm 44m2 giá 22.5 tỷ,https://homedy.com/ban-nha-mat-pho-quan-cau-giay-ha-noi/chinh-chu-ngo-204-tran-duy-hung-lo-goc-sieu-hiem-44m2-gia-22-5-ty-es3165626,"22,5 Tỷ",22500.0,22.5,225.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,44.0,
"Bán căn hộ trung tâm Nghĩa Tân 81m2, 3 ngủ, wvs, full nội thất",https://homedy.com/ban-can-ho-quan-cau-giay-ha-noi/trung-tam-nghia-tan-81m2-3-ngu-wvs-full-that-es3165345,"3,95 Tỷ",3950.0,3.95,395.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,81.0,
"Chính chủ bán CC Hateco Apollo, 4,8 tỷ, 59m2, view đẹp, nhiều tiện ích, Nam Từ Liêm, LH 0392 969999",https://homedy.com/ban-can-ho-hateco-apollo-xuan-phuong/chinh-chu-cc-48-ty-59m2-view-dep-nhieu-tien-ich-nam-tu-liem-lh-0392-969999-es3144480,"4,8 Tỷ",4800.0,4.8,48.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,59.0,
"Bán CC The Sakura 2 - Vinhomes Smart City, 4,24 tỷ, 54m2, 2PN, 1WC, Tây Mỗ, Tuấn",https://homedy.com/ban-can-ho-the-sakura/cc-2-vinhomes-smart-city-424-ty-54m2-2pn-1wc-tay-mo-tuan-es3142069,"4,24 Tỷ",4240.0,4.24,424.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,54.0,
"Bán CH Imperia Smart City toà i1 giá 5,285 tỷ, diện tích 62m2 đẹp, nhiều tiện ích. Tuấn 0392 969999",https://homedy.com/ban-can-ho-imperia-smart-city/ch-toa-i1-gia-5285-ty-dien-tich-62m2-dep-nhieu-tien-ich-tuan-0392-969999-es3144486,"5,28 Tỷ",5280.0,5.28,528.0,"Quận Nam Từ Liêm, TP Hà Nội",Quận Nam Từ Liêm,62.0,
"Bán căn hộ 2PN, 63m2 tại Masteri West Heights Toà D , Tây Mỗ, Nam Từ Liêm, 5,67 tỷ VND",https://homedy.com/ban-can-ho-masteri-west-heights/2pn-63m2-tai-toa-d-tay-mo-nam-tu-liem-567-ty-vnd-es3141534,"5,67 Tỷ",5670.0,5.67,567.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,63.0,
Cần bán gấp đất Lưu Xá - Thường Tín - Hà Nội,https://homedy.com/ban-dat-huyen-thuong-tin-ha-noi/can-gap-luu-xa-es3164479,"2,24 Tỷ",2240.0,2.24,224.0,"Huyện Thường Tín, Hà Nội",Huyện Thường Tín,64.0,
"Nhà TẶNG Nội Thất 7 Tầng Siêu HOT 50m 11,8 tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/tang-that-7-sieu-hot-50m-118-ty-es3165562,"11,8 Tỷ",11800.0,11.8,118.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,50.0,
"Nhà FULL ĐỒ Tại Láng Hạ Có Thang Máy 6 Tầng 50m 13,5 tỷ",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/full-do-tai-lang-co-thang-may-6-tang-50m-135-ty-es3165557,"13,5 Tỷ",13500.0,13.5,135.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,50.0,
"Nhà Phố Chính Kinh Ngõ Rộng Sân Chung 35m 10,2 tỷ",https://homedy.com/ban-nha-rieng-quan-thanh-xuan-ha-noi/pho-chinh-kinh-ngo-rong-san-chung-35m-102-ty-es3165552,"10,2 Tỷ",10200.0,10.2,102.0,"Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,35.0,
"Bán căn hộ tòa nhà L5 Ciputra, Bắc Từ Liêm, Hà Nội",https://homedy.com/ban-can-ho-khu-do-thi-nam-thang-long-ciputra/toa-nha-l5-bac-tu-liem-ha-noi-es3165553,"12,3 Triệu",12.3,0.0123,123.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
Penthouse Cầu Giấy - Siêu phẩm 300m2 Mặt phố Duy Tân - Cầu Giấy   Hotline 0987106521,https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-cau-giay-sieu-pham-300m2-mat-pho-duy-tan-hotline-0987106521-es2347648,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
Bán Liền Kề Khu D -123m2 Geleximco - Dương Nội ( SĐCC - Sẵn HĐ thuê) sẵn dòng tiền cho chủ nhà,https://homedy.com/ban-nha-biet-thu-lien-ke-khu-do-thi-geleximco/d-123m2-duong-noi-sdcc-san-hd-thue-dong-tien-cho-chu-es3137102,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,123.0,
Siêu phẩm Penthouse 310m2  Mỹ đình Pearl ( thiết kế Duplex) sở hữu sân vườn riêng Lh 0987106521,https://homedy.com/ban-can-ho-my-dinh-pearl/sieu-pham-penthouse-310m2-thiet-ke-duplex-so-huu-san-vuon-rieng-lh-0987106521-es2692871,Thỏa thuận,,,,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,310.0,
Bán Penthouse 300m2 tòa Dreamland Bonanza Mặt phố Duy Tân - Cầu Giấy ngày: 18/9/2025,https://homedy.com/ban-can-ho-dreamland-bonanza/penthouse-300m2-toa-mat-pho-duy-tan-cau-giay-ngay-18-9-2025-es1706101,Thỏa thuận,,,,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,300.0,
"Bán căn hộ tầng trung, view bao đẹp, nội thất liền tường, giá hợp lý, sẵn sổ",https://homedy.com/ban-can-ho-sunshine-city/tang-trung-view-bao-dep-noi-that-lien-tuong-gia-hop-ly-san-so-es3165549,11 Tỷ,11000.0,11.0,11.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,64.0,
Siêu Vip Penthouse  200m2 Park  Kiara Hà Đông Full nội thất cao cấp  - đẳng cấp riêng tư,https://homedy.com/ban-can-ho-park-kiara/sieu-vip-penthouse-200m2-ha-dong-full-noi-that-cao-cap-dang-rieng-tu-es3165542,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,200.0,
Mình chính chủ bán nhà mặt phố Vĩnh Hưng phường Vĩnh Hưng,https://homedy.com/ban-nha-mat-pho-quan-hoang-mai-ha-noi/minh-chinh-chu-vinh-hung-phuong-es3165530,Thỏa thuận,,,,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,64.0,
"Bán căn hộ 1 ngủ Sunshine City, dt 52m2, đủ nội thất hiện đại, trẻ trung, giá 6 tỷ, pháp lý rõ ràng",https://homedy.com/ban-can-ho-sunshine-city/1-ngu-dt-52m2-du-noi-that-hien-dai-tre-trung-gia-6-ty-phap-ly-ro-rang-es3165531,6 Tỷ,6000.0,6.0,6.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,52.0,
"Bán căn hộ 2 phòng ngủ Sunshine City, Ciputra, 52,9m2, đủ đồ, giá chỉ 5,7 tỷ",https://homedy.com/ban-can-ho-sunshine-city/2-phong-ngu-ciputra-529m2-du-do-gia-chi-57-ty-es3165526,"5,7 Tỷ",5700.0,5.7,57.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,529.0,
"Bán căn hiếm tại Sunshine City, 81m2, nội thất cơ bản, giá 8,35 tỷ, sẵn sổ",https://homedy.com/ban-can-ho-sunshine-city/hiem-tai-81m2-noi-that-co-gia-835-ty-san-so-es3165516,"8,35 Tỷ",8350.0,8.35,835.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,81.0,
"Bán căn hộ đẹp tầng cao tòa nhà S5 Sunshine city, Hà Nội",https://homedy.com/ban-can-ho-khu-do-thi-nam-thang-long-ciputra/dep-tang-cao-toa-nha-s5-sunshine-city-ha-noi-es3165514,11 Tỷ,11000.0,11.0,11.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
Nhà 4 tầng 50m2 - ô tô vào nhà - kinh doanh - gần Hà Đông,https://homedy.com/ban-nha-rieng-huyen-chuong-my-ha-noi/4-tang-50m2-o-to-vao-kinh-doanh-gan-dong-es3160013,"4,75 Tỷ",4750.0,4.75,475.0,"Huyện Chương Mỹ, Hà Nội",Huyện Chương Mỹ,50.0,
"Bán căn hộ 3 ngủ Sunshine City ,98m2, Full nội thất,  giá hợp lý, chỉ 8,4 tỷ",https://homedy.com/ban-can-ho-sunshine-city/3-ngu-98m2-full-noi-that-gia-hop-ly-chi-84-ty-es3165512,"8,4 Tỷ",8400.0,8.4,84.0,"quận Bắc Từ Liêm, Hà Nội",quận Bắc Từ Liêm,98.0,
Bán chung cư cho thuê Kim Giang - 9 phòng khép kín - Doanh thu 60 triệu/tháng,https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/chung-cu-cho-thue-kim-giang-9-phong-khep-kin-doanh-thu-60-trieu-thang-es3165458,Thỏa thuận,,,,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,64.0,
Bán đất Xuân Đỗ - Cự Khối 61m mtien 6.7m 6.75tỷ,https://homedy.com/ban-nha-rieng-quan-long-bien-ha-noi/dat-xuan-do-cu-khoi-61m-mtien-6-7m-75ty-es3165432,Thỏa thuận,,,,"Quận Long Biên, Hà Nội",Quận Long Biên,61.0,
Nhà 5 tầng đẹp phố Nguyễn Chánh - Doanh thu 45Tr/ tháng - 38/43M2 - 11.5 Tỷ,https://homedy.com/ban-nha-rieng-quan-cau-giay-ha-noi/5-tang-dep-pho-nguyen-chanh-doanh-thu-45tr-thang-38-43m2-11-ty-es3165430,"11,5 Tỷ",11500.0,11.5,115.0,"Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,43.0,
chung cư cao cấp phía tây Hà Nội - Legacy HINORI -50tr/m2,https://homedy.com/ban-can-ho-huyen-thach-that-ha-noi/chung-cu-cao-cap-phia-tay-legacy-hinori-50tr-m2-es3165422,50 Triệu,50.0,0.05,50.0,"Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,64.0,
"✅ bán đất kính nỗ, uy nỗ - 106m - ngõ thông - ô tô",https://homedy.com/ban-dat-nen-du-an-huyen-dong-anh-ha-noi/kinh-no-uy-106m-ngo-thong-o-to-es3165415,"7,51 Tỷ",7510.0,7.51,751.0,"Đường Uy Nỗ, Uy Nỗ",Đường Uy Nỗ,106.0,
"✅ bán đất kính nỗ, uy nỗ - 40.8m ô tô vào đất",https://homedy.com/ban-dat-nen-du-an-huyen-dong-anh-ha-noi/kinh-no-uy-40-8m-o-to-vao-es3165400,"3,75 Tỷ",3750.0,3.75,375.0,"Đường Uy Nỗ, Uy Nỗ",Đường Uy Nỗ,408.0,
"Bán đất khu Phúc Lộc – Cổ Đông, Hòa Lạc    Diện tích: 100m²",https://homedy.com/ban-dat-thi-xa-son-tay-ha-noi/khu-phuc-loc-co-dong-hoa-lac-dien-tich-100m-es3165409,"2,6 - 3,2 Tỷ",2900.0000000000005,2.9000000000000004,2632.0,"Thị xã Sơn Tây, Hà Nội",Thị xã Sơn Tây,100.0,
Legacy Hinoiri – trái tim khu công nghệ cao Hòa Lạc,https://homedy.com/ban-can-ho-huyen-thach-that-ha-noi/legacy-hinoiri-trai-tim-khu-cong-nghe-cao-hoa-lac-es3165405,4 Tỷ,4000.0,4.0,4.0,"Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,64.0,
căn hộ legacy hinoiri hòa lạc nơi an cư lý tưởng giữa trung tâm công nghệ cao,https://homedy.com/ban-can-ho-huyen-thach-that-ha-noi/legacy-hinoiri-hoa-lac-an-cu-ly-tuong-giua-trung-tam-cong-nghe-cao-es3165403,50 Triệu,50.0,0.05,50.0,"Huyện Thạch Thất, Hà Nội",Huyện Thạch Thất,64.0,
Căn hộ VVIP SkyVilla có bể bơi riêng tại toà The Luxe dự án The Matrix One số 1 Lê Quang Đạo Mễ Trì,https://homedy.com/ban-can-ho-the-matrix-one/vvip-skyvilla-co-be-boi-rieng-tai-toa-luxe-du-an-so-1-le-quang-dao-me-tri-es3134583,135 Tỷ,135000.0,135.0,135.0,"Quận Nam Từ Liêm, Thành phố Hà Nội",Quận Nam Từ Liêm,64.0,
"VIP Song lập góc 771m2 Bình Minh khép kín view sông, công viên hồ Vinhomes Tân Lập Đan Phượng",https://homedy.com/ban-nha-biet-thu-lien-ke-vinhomes-wonder-park-dan-phuong/vip-song-lap-goc-771m2-binh-minh-khep-kin-view-cong-vien-ho-tan-es3144656,"91,76 Tỷ",91760.0,91.76,9176.0,"huyện Đan Phượng, Hà Nội",huyện Đan Phượng,771.0,
"Mở bán Đợt 1 biệt thự view hồ tại dự án Vinhomes Wonder City xã Tân Hội, huyện Đan Phượng, Hà Nội",https://homedy.com/ban-nha-biet-thu-lien-ke-vinhomes-wonder-park-dan-phuong/mo-dot-1-view-ho-tai-du-an-city-xa-tan-hoi-huyen-ha-noi-es3122874,53 Tỷ,53000.0,53.0,53.0,"huyện Đan Phượng, Hà Nội",huyện Đan Phượng,64.0,
Bán căn Đơn lập  góc VVIP mặt hồ 30ha Thiên Nga 9 Tinh Hoa dự án Vinhomes Global Gate Cổ Loa Đông,https://homedy.com/ban-nha-biet-thu-lien-ke-vinhomes-co-loa/can-don-lap-goc-vvip-mat-ho-30ha-thien-nga-9-tinh-hoa-du-an-global-gate-dong-es3110949,"217,2 Tỷ",217200.0,217.2,2172.0,"Huyện Đông Anh, Tp. Hà Nội",Huyện Đông Anh,64.0,
Mở bán đợt 1 căn hộ Duplex 226m2 tại dự án The Matrix One số 1 Lê Quang Đạo Mễ Trì quận Nam Từ Liêm,https://homedy.com/ban-can-ho-the-matrix-one/mo-dot-1-duplex-226m2-tai-du-an-so-le-quang-dao-me-tri-quan-nam-tu-liem-es3051305,32 Tỷ,32000.0,32.0,32.0,"Quận Nam Từ Liêm, Thành phố Hà Nội",Quận Nam Từ Liêm,226.0,
"Mở bán 2 căn Penthouse duy nhất tại dự án Lumi Hanoi tại phường Tây Mỗ, Nam Từ Liêm, Hà Nội",https://homedy.com/ban-can-ho-quan-nam-tu-liem-ha-noi/mo-2-penthouse-duy-nhat-tai-du-an-lumi-hanoi-phuong-tay-es2969106,34 Tỷ,34000.0,34.0,34.0,"Nam Từ Liêm, Hà Nội",Nam Từ Liêm,64.0,
"Mở bán căn hộ VVIP Duplex 4PN Penthouse dự án Long Bien Central tại Phúc Đồng, Long Biên, Hà Nội",https://homedy.com/ban-can-ho-quan-long-bien-ha-noi/mo-vvip-duplex-4pn-penthouse-du-an-central-tai-phuc-dong-es3144492,Thỏa thuận,,,,"Quận Long Biên, Hà Nội",Quận Long Biên,64.0,
"Mở bán liền kề biệt thự dinh thự nhà vườn có hầm từ 200-500m2 Him Lam Vĩnh Tuy Cổ Linh, Long Biên",https://homedy.com/ban-nha-biet-thu-lien-ke-quan-long-bien-ha-noi/mo-dinh-vuon-co-ham-tu-200-500m2-him-lam-vinh-tuy-linh-es1659280,Thỏa thuận,,,,"Quận Long Biên, Hà Nội",Quận Long Biên,500.0,
"Mở bán siêu phẩm Penthouse tại dự án Matrix One số 1 Lê Quang Đạo, phường Mễ Trì Nam Từ Liêm Hà Nội",https://homedy.com/ban-can-ho-the-matrix-one/mo-sieu-pham-penthouse-tai-du-an-so-1-le-quang-dao-phuong-me-tri-nam-tu-liem-ha-noi-es3051402,Thỏa thuận,,,,"Quận Nam Từ Liêm, Thành phố Hà Nội",Quận Nam Từ Liêm,64.0,
Đợt 1 chỉ 14 căn Đơn lập bể bơi riêng/341 căn The Fulton - Capital Land tại Vinhomes Ocean Park,https://homedy.com/ban-nha-biet-thu-lien-ke-vinhomes-ocean-park/dot-1-chi-14-can-don-lap-be-boi-rieng-341-the-fulton-capital-land-tai-es3156607,Thỏa thuận,,,,"huyện Gia Lâm, TP Hà Nội",huyện Gia Lâm,64.0,
Phân Lô Quân Đội- Viện 103 - Học Viện Quân y. Lh: 0904524433,https://homedy.com/ban-nha-rieng-quan-ha-dong-ha-noi/phan-lo-doi-vien-103-hoc-y-lh-0904524433-es3165328,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,64.0,
"Chính chủ bán nhà 5 tầng đẹp Thổ Quan, Khâm Thiên 28 /33 m² ngõ rộng",https://homedy.com/ban-nha-rieng-quan-dong-da-ha-noi/chinh-chu-5-tang-dep-tho-kham-thien-28-33-m-ngo-rong-es3160223,"7,1 Tỷ",7100.0,7.1,71.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,33.0,
"Bán nhà mặt phố Hào Nam, Đống Đa 47m² 6 tầng mt 4.3m giá 35 tỷ, sổ đỏ chính chủ",https://homedy.com/ban-nha-mat-pho-quan-dong-da-ha-noi/hao-nam-47m-6-tang-mt-4-3m-gia-35-ty-so-do-chinh-chu-es3165361,35 Tỷ,35000.0,35.0,35.0,"Quận Đống Đa, Hà Nội",Quận Đống Đa,47.0,
Bán mặt phố Trần Đại Nghĩa gần ngã tư Đại La- Mặt tiền rộng-Kinh doanh các loại hình- 411m - 117 Tỷ,https://homedy.com/ban-nha-mat-pho-quan-hai-ba-trung-ha-noi/tran-dai-nghia-gan-nga-tu-la-tien-rong-kinh-doanh-cac-loai-hinh-411m-117-ty-es3155725,117 Tỷ,117000.0,117.0,117.0,"Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,411.0,
"Siêu Phẩm Tại Kim Giang Ô tô Đỗ Cửa 45m 13,8 tỷ",https://homedy.com/ban-nha-rieng-quan-hoang-mai-ha-noi/sieu-pham-tai-kim-giang-o-to-do-cua-45m-138-ty-es3165311,"13,8 Tỷ",13800.0,13.8,138.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,45.0,
"Nhà 4 tầng mới hoàn thiện ngay trung tâm Chợ Chúc Sơn – Khu dân cư đông đúc, thuận tiện ở và đầu tư",https://homedy.com/ban-nha-rieng-huyen-chuong-my-ha-noi/4-tang-moi-hoan-thien-ngay-trung-tam-cho-chuc-son-khu-dan-cu-dong-duc-thuan-tien-o-va-dau-tu-es3165271,"4,1 Tỷ",4100.0,4.1,41.0,"Chợ Chúc Sơn, Chương Mỹ",Chợ Chúc Sơn,64.0,
Penthouse Parkiara - Khu Đô thị Park City Full nội thất cao cấp - Phiên bản đặc biệt Lh 0987106521,https://homedy.com/ban-can-ho-park-kiara/penthouse-parkiara-khu-do-thi-city-full-noi-that-cao-cap-phien-dac-biet-lh-0987106521-es3165256,Thỏa thuận,,,,"Quận Hà Đông, Hà Nội",Quận Hà Đông,64.0,
"Chính chủ bán chung cư Đền Lừ, 68m2 tòa A1, tặng nội thất, căn góc, tầng đẹp. Giá 4,15 tỷ",https://homedy.com/ban-can-ho-quan-hoang-mai-ha-noi/chinh-chu-chung-cu-den-lu-68m2-toa-a1-tang-that-goc-dep-gia-415-ty-es3165249,"4,15 Tỷ",4150.0,4.15,415.0,"Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,68.0,
"Solasta Mansion – Biệt thự tân cổ điển 3 tầng + tum, kiến tạo chuẩn sống thượng lưu tại Dương Nội",https://homedy.com/ban-nha-biet-thu-lien-ke-solasta-mansion-duong-noi/tan-co-dien-3-tang-tum-kien-tao-chuan-song-thuong-luu-tai-es3165198,Thỏa thuận,,,,"Hà Đông, Hà Nội",Hà Đông,64.0,
"✅ bán 96m đất sơn du, nguyên khê - ô tô tránh - cách đường liên xã 30m",https://homedy.com/ban-dat-nen-du-an-huyen-dong-anh-ha-noi/96m-son-nguyen-khe-o-to-tranh-cach-duong-lien-xa-30m-es3165191,"7,4 Tỷ",7400.0,7.4,74.0,"Đường Cao tốc Nhật Tân Nội Bài, Nguyên Khê",Đường Cao tốc Nhật Tân Nội Bài,96.0,
"✅ bán 84m đất đấu giá bến trung, bắc hồng - cạnh đường qh 40m",https://homedy.com/ban-dat-huyen-dong-anh-ha-noi/84m-dau-gia-ben-trung-bac-hong-canh-duong-qh-40m-es3165188,"7,13 Tỷ",7130.0,7.13,713.0,"Đường Bắc Hồng, Bắc Hồng",Đường Bắc Hồng,84.0,
"Bán nhà Tây Hồ - Nhà đẹp , dân xây , ngõ thông , ba gác chạy vòng quanh",https://homedy.com/ban-can-ho-quan-tay-ho-ha-noi/nha-dep-dan-xay-ngo-thong-ba-gac-chay-vong-quanh-es3165186,"8,9 Tỷ",8900.0,8.9,89.0,"Quận Tây Hồ, Hà Nội",Quận Tây Hồ,64.0,
9 tỷ - Mỹ Đình - Nam Từ Liêm - 37m2 - 5 tầng - 6 ngủ,https://homedy.com/ban-nha-rieng-quan-nam-tu-liem-ha-noi/9-ty-my-dinh-37m2-5-tang-6-ngu-es3165176,9 Tỷ,9000.0,9.0,9.0,"Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,37.0,
